∂,,,,Study Data,,,,,,Central SCC Value,,,,,,,,,,,,,,,,Structural Changes,,,,,,,,,,,,,SCC Distribution,,,,,,,,,,,Parametric Uncertainty: 1 or 0,,,,,,,,,,,,,
,,,,,,,,,,,,,,REPORT EITHER CONSTANT DISCOUNT RATE OR PRTP AND EMUC,,,Damage Function Info - Enter 1 or 0,,,,,CLIMATE,CLIMATE,CLIMATE,DAMAGES,DAMAGES,UTILITY,UTILITY,UTILITY,UTILITY,OTHER,OTHER,OTHER,,,,,,,,,,,,,,,SOCIO-ECONOMICS,SOCIO-ECONOMICS,SOCIO-ECONOMICS,,,CLIMATE,CLIMATE or DAMAGES,DAMAGES,DAMAGES,DAMAGES,UTILITY,UTILITY,UTILITY,,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2020,28,2005,Optimal,14,,1.5,1.5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,Paper also reports the same set of eight SCCs under stochastic equilibrium climate sensitivity. These values are for fixed ECS of 3.
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2020,34,2005,Optimal,14,,1.5,1.5,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2020,73,2005,Optimal,14,,1.5,1.5,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2020,66,2005,Optimal,14,,1.5,1.5,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2020,43,2005,Optimal,14,,1.5,1.5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2020,48,2005,Optimal,14,,1.5,1.5,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2020,99,2005,Optimal,14,,1.5,1.5,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2020,171,2005,Optimal,14,,1.5,1.5,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2050,77,2005,Optimal,26,,1.5,1.5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2050,98,2005,Optimal,26,,1.5,1.5,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2050,215,2005,Optimal,26,,1.5,1.5,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2050,190,2005,Optimal,26,,1.5,1.5,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2050,113,2005,Optimal,26,,1.5,1.5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2050,131,2005,Optimal,26,,1.5,1.5,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2050,274,2005,Optimal,26,,1.5,1.5,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2050,225,2005,Optimal,26,,1.5,1.5,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2100,192,2005,Optimal,60,,1.5,1.5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2100,235,2005,Optimal,60,,1.5,1.5,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2100,279,2005,Optimal,60,,1.5,1.5,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2100,279,2005,Optimal,60,,1.5,1.5,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2100,272,2005,Optimal,60,,1.5,1.5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2100,279,2005,Optimal,60,,1.5,1.5,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2100,279,2005,Optimal,60,,1.5,1.5,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
2407,dietz2015endogenous,Simon,"Dietz, S., Stern, N.",2015,"Dietz, Simon, and Nicholas Stern. ""Endogenous growth, convexity of damage and climate risk: how Nordhaus' framework supports deep cuts in carbon emissions."" The Economic Journal 125.583 (2015): 574-620.",DICE 2010,,Empirical Improvement,2100,279,2005,Optimal,60,,1.5,1.5,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 2,,
3168,dietz2011high,Simon,"Dietz, S.",2011,"Dietz, Simon. ""High impact, low probability? An empirical analysis of risk in the economics of climate change."" Climatic change 108.3 (2011): 519-541.",PAGE 2002,,Empirical Improvement,2008,445,2008,BAU (IPCC SRES A2),,,0.1,1,,,,,,,,,,,,,,,,,,,,21,,,,,,,,1862,,,,,,,,,1,,1,1,,,,,Table 3,,
3168,dietz2011high,Simon,"Dietz, S.",2011,"Dietz, Simon. ""High impact, low probability? An empirical analysis of risk in the economics of climate change."" Climatic change 108.3 (2011): 519-541.",PAGE 2002,,Empirical Improvement,2008,346,2008,BAU (IPCC SRES A2),,,1.5,3,,,,,,,,,,,,,,,,,,,,5,,,,,,,,1359,,,,,,,,,1,,1,1,,,,,Table 3,,
3168,dietz2011high,Simon,"Dietz, S.",2011,"Dietz, Simon. ""High impact, low probability? An empirical analysis of risk in the economics of climate change."" Climatic change 108.3 (2011): 519-541.",PAGE 2002,,Empirical Improvement,2008,378,2008,550ppm stabilization,,,0.1,1,,,,,,,,,,,,,,,,,,,,27,,,,,,,,1741,,,,,,,,,1,,1,1,,,,,Table 3,,
3168,dietz2011high,Simon,"Dietz, S.",2011,"Dietz, Simon. ""High impact, low probability? An empirical analysis of risk in the economics of climate change."" Climatic change 108.3 (2011): 519-541.",PAGE 2002,,Empirical Improvement,2008,224,2008,550ppm stabilization,,,1.5,3,,,,,,,,,,,,,,,,,,,,4,,,,,,,,335,,,,,,,,,1,,1,1,,,,,Table 3,,
750,Tian2019,James,Tian et al.,2019,"Tian, L., Ye, Q., & Zhen, Z. (2019). A new assessment model of social cost of carbon and its situation analysis in China. Journal of Cleaner Production, 211, 1434-1443.",DICE-2007,,,2015,33.20187,,RCP 4.5,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,Fig. 3,,TODO: Fill in quantiles based on other stat. info
750,Tian2019,James,Tian et al.,2019,"Tian, L., Ye, Q., & Zhen, Z. (2019). A new assessment model of social cost of carbon and its situation analysis in China. Journal of Cleaner Production, 211, 1434-1443.",DICE-2007,,,2015,115.7219,,RCP 4.5,,3.6,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,Fig. 3,,TODO: Fill in quantiles based on other stat. info
1209,gerlagh2018carbon,Simon,"Gerlagh, R., Liski, M.",2018,"Gerlagh, Reyer, and Matti Liski. ""Carbon prices for the next hundred years."" The Economic Journal 128.609 (2018): 728-757.",DICE-2007,,Empirical Improvement,2020,EUR13,2020,Optimal,,,0.82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 2 and Table 1,,
1209,gerlagh2018carbon,Simon,"Gerlagh, R., Liski, M.",2018,"Gerlagh, Reyer, and Matti Liski. ""Carbon prices for the next hundred years."" The Economic Journal 128.609 (2018): 728-757.",DICE-2007,,Empirical Improvement,2020,EUR14,2020,Optimal,,,0.82,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 2 and Table 1,,
1209,gerlagh2018carbon,Simon,"Gerlagh, R., Liski, M.",2018,"Gerlagh, Reyer, and Matti Liski. ""Carbon prices for the next hundred years."" The Economic Journal 128.609 (2018): 728-757.",DICE-2007,,Empirical Improvement,2050,EUR25,2020,Optimal,,,0.82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 2 and Table 1,,
1209,gerlagh2018carbon,Simon,"Gerlagh, R., Liski, M.",2018,"Gerlagh, Reyer, and Matti Liski. ""Carbon prices for the next hundred years."" The Economic Journal 128.609 (2018): 728-757.",DICE-2007,,Empirical Improvement,2050,EUR25,2020,Optimal,,,0.82,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 2 and Table 1,,
1209,gerlagh2018carbon,Simon,"Gerlagh, R., Liski, M.",2018,"Gerlagh, Reyer, and Matti Liski. ""Carbon prices for the next hundred years."" The Economic Journal 128.609 (2018): 728-757.",DICE-2007,,Empirical Improvement,2100,EUR57,2020,Optimal,,,0.82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 2 and Table 1,,
1209,gerlagh2018carbon,Simon,"Gerlagh, R., Liski, M.",2018,"Gerlagh, Reyer, and Matti Liski. ""Carbon prices for the next hundred years."" The Economic Journal 128.609 (2018): 728-757.",DICE-2007,,Empirical Improvement,2100,EUR46,2020,Optimal,,,0.82,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 2 and Table 1,,
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,90,,Optimal,,,1,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,170,,,,,,,,,,,,,,Fig 1,,standard quadratic damage on production
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,108,,Optimal,,,1,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,220,,,,,,,,,,,,,,Fig 1,,standard quadratic damage on production
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,140,,Optimal,,,1,3,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,275,,,,,,,,,,,,,,Fig 1,,standard quadratic damage on production
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,100,,Optimal,,,1.5,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,195,,,,,,,,,,,,,,Fig 1,,standard quadratic damage on production
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,124,,Optimal,,,1.5,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,257,,,,,,,,,,,,,,Fig 1,,standard quadratic damage on production
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,151,,Optimal,,,1.5,3,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,299,,,,,,,,,,,,,,Fig 1,,standard quadratic damage on production
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,114,,Optimal,,,2,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,231,,,,,,,,,,,,,,Fig 1,,standard quadratic damage on production
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,139,,Optimal,,,2,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,285,,,,,,,,,,,,,,Fig 1,,standard quadratic damage on production
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,160,,Optimal,,,2,3,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,off the scale,,,,,,,,,,,,,,Fig 1,,standard quadratic damage on production
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,143,,Optimal,,,1,1,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,304,,,,,,,,,,,,,,Fig 1,,linear damages on TFP growth
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,121,,Optimal,,,1,2,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,239,,,,,,,,,,,,,,Fig 1,,linear damages on TFP growth
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,118,,Optimal,,,1,3,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,211,,,,,,,,,,,,,,Fig 1,,linear damages on TFP growth
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,134,,Optimal,,,1.5,1,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,286,,,,,,,,,,,,,,Fig 1,,linear damages on TFP growth
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,122,,Optimal,,,1.5,2,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,248,,,,,,,,,,,,,,Fig 1,,linear damages on TFP growth
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,120,,Optimal,,,1.5,3,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,226,,,,,,,,,,,,,,Fig 1,,linear damages on TFP growth
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,133,,Optimal,,,2,1,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,277,,,,,,,,,,,,,,Fig 1,,linear damages on TFP growth
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,124,,Optimal,,,2,2,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,255,,,,,,,,,,,,,,Fig 1,,linear damages on TFP growth
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,122,,Optimal,,,2,3,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,238,,,,,,,,,,,,,,Fig 1,,linear damages on TFP growth
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,90,,Optimal,,,1,1,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,160,,,,,,,,,,,,,,Fig 1,,quadratic damages on TFP growth
1185,guivarch2018climate,Simon,"Guivarch, C., Pottier, A.",2018,"Guivarch, Céline, and Antonin Pottier. ""Climate damage on production or on growth: what impact on the social cost of carbon?."" Environmental Modeling & Assessment 23.2 (2018): 117-130.",DICE-2007,,Sensitivity Analysis,2005,82,,Optimal,,,1,2,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,120,,,,,,,,,,,,,,Fig 1,,quadratic damages on TFP growth
