,Authors,Author.s..ID,Title,Year,Source.title,Volume,Issue,Art..No.,Page.start,Page.end,Page.count,Cited.by,Abstract Filter,Filtered By (Initials),Second NA Filter,Second Filter By (Initials),DOI,"Filtering Reason (RAs do not fill this out, only for a reference guide)",Link,Filter Explanation (RAs do not fill this out),Document.Type,Publication.Stage,Access.Type,Source,EID,X,,
53,"Snyder, B.F., Ruyle, L.E.",25926751700; 55552645400,A just compensation for leaving it in the ground: Climate easements and oil development,2020,Environmental Science and Policy,112,,,181,188,NA,NA,0,LE,,,10.1016/j.envsci.2020.06.020,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85086939290&partnerID=40&md5=3b9c7a7821d1be190d9cb773476e5d20,,Article,Final,,Scopus,2-s2.0-85086939290,,,
54,"Pogue, S.J., Kröbel, R., Janzen, H.H., Alemu, A.W., Beauchemin, K.A., Little, S., Iravani, M., de Souza, D.M., McAllister, T.A.",57193722608; 35113464800; 7005291724; 37010796000; 7006478754; 15829656200; 56865758400; 55657124600; 7102068695,A social-ecological systems approach for the assessment of ecosystem services from beef production in the Canadian prairie,2020,Ecosystem Services,45,,101172,,,NA,NA,0,LE,,,10.1016/j.ecoser.2020.101172,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85090204154&partnerID=40&md5=2cd96b9a23847bbe91ad69600fc4f213,,Article,Final,Open Access,Scopus,2-s2.0-85090204154,,,
55,"Bistline, J.E.T., Brown, M., Siddiqui, S.A., Vaillancourt, K.",35179135200; 56532804600; 57195021018; 36721073400,Electric sector impacts of renewable policy coordination: A multi-model study of the North American energy system,2020,Energy Policy,145,,111707,,,NA,NA,0,LE,,,10.1016/j.enpol.2020.111707,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85087126644&partnerID=40&md5=d32330fed24f7cfd4dd41171c88947f0,,Article,Final,,Scopus,2-s2.0-85087126644,,,
56,"Hauer, R.J., Hanou, I.S., Sivyer, D.",7006281566; 34167845700; 57203667726,"Planning for active management of future invasive pests affecting urban forests: the ecological and economic effects of varying Dutch elm disease management practices for street trees in Milwaukee, WI USA",2020,Urban Ecosystems,23,5,,1005,1022,NA,1,0,LE,,,10.1007/s11252-020-00976-6,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85082954818&partnerID=40&md5=7b38f2368b5e593c02665a3a3ed6f31a,,Article,Final,,Scopus,2-s2.0-85082954818,,,
57,"Verbruggen, A., Brauers, H.",7102211457; 57188991504,Diversity disqualifies global uniform carbon pricing for effective climate policy,2020,Environmental Science and Policy,112,,,282,292,NA,NA,0,LE,,,10.1016/j.envsci.2020.04.014,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85087723694&partnerID=40&md5=59fa078faea15eab218a7b5a21f6a676,,Article,Final,,Scopus,2-s2.0-85087723694,,,
58,"Cazachevici, A., Havranek, T., Horvath, R.",57217058959; 24453189000; 8421423300,Remittances and economic growth: A meta-analysis,2020,World Development,134,,105021,,,NA,3,0,LE,,,10.1016/j.worlddev.2020.105021,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85085993468&partnerID=40&md5=8228e58e23903094d07de35a979cd0d8,,Article,Final,,Scopus,2-s2.0-85085993468,,,
59,"Qiu, R., Xu, J., Ke, R., Zeng, Z., Wang, Y.",56727608600; 23098839500; 57189377767; 44761664700; 35194956300,Carbon pricing initiatives-based bi-level pollution routing problem,2020,European Journal of Operational Research,286,1,,203,217,NA,1,0,LE,,,10.1016/j.ejor.2020.03.012,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85084066207&partnerID=40&md5=a0b73acb21da2fe3e4a646176812b0b8,,Article,Final,,Scopus,2-s2.0-85084066207,,,
60,"Rith, M., Fillone, A.M., Biona, J.B.M.M.",57219011852; 39961309200; 21742187700,Energy and environmental benefits and policy implications for private passenger vehicles in an emerging metropolis of Southeast Asia – A case study of Metro Manila,2020,Applied Energy,275,,115240,,,NA,NA,0,LE,,,10.1016/j.apenergy.2020.115240,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85086881962&partnerID=40&md5=d60fc5034ac3181d82862f33d4413ad2,,Article,Final,,Scopus,2-s2.0-85086881962,,,
61,"Michaelis, P., Wirths, H.",6603737923; 57194209587,DICE-RD: an implementation of rate-related damages in the DICE model,2020,Environmental Economics and Policy Studies,22,4,,555,584,NA,NA,NA,LE,0,NST,10.1007/s10018-020-00269-4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85081289069&partnerID=40&md5=102843a69765dab0ac51b2baa4e8e692,,Article,Final,Open Access,Scopus,2-s2.0-85081289069,,,
62,"De Simone, W., Iannella, M., D’Alessandro, P., Biondi, M.",57200177625; 57126141800; 57205436964; 7005127252,Assessing influence in biofuel production and ecosystem services when environmental changes affect plant–pest relationships,2020,GCB Bioenergy,12,10,,864,877,NA,NA,0,LE,,,10.1111/gcbb.12727,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85088788732&partnerID=40&md5=4cb438bf1fefdd554c4c4642f2f6c82b,,Article,Final,Open Access,Scopus,2-s2.0-85088788732,,,
63,"Asgharian, V., Abdelaziz, M.",56719834600; 55227270100,A low-carbon market-based multi-area power system expansion planning model,2020,Electric Power Systems Research,187,,106500,,,NA,NA,0,LE,,,10.1016/j.epsr.2020.106500,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85087333995&partnerID=40&md5=958b2b37206cac6de611053357f96329,,Article,Final,,Scopus,2-s2.0-85087333995,,,
64,"Rafaty, R., Srivastav, S., Hoops, B.",57203391997; 57208394693; 57205765881,Revoking coal mining permits: an economic and legal analysis,2020,Climate Policy,20,8,,980,996,NA,1,0,LE,,,10.1080/14693062.2020.1719809,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85079736563&partnerID=40&md5=29ca2706d7a439d6992c0ae357eea492,,Article,Final,,Scopus,2-s2.0-85079736563,,,
65,"An, Y., Zhai, X.",57205652330; 36702407100,SVR-DEA model of carbon tax pricing for China's thermal power industry,2020,Science of the Total Environment,734,,139438,,,NA,1,0,LE,,,10.1016/j.scitotenv.2020.139438,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85085176575&partnerID=40&md5=82f40886ddc895893c1203e1379d1d9d,,Article,Final,,Scopus,2-s2.0-85085176575,,,
66,"Joseph, C., Gunton, T.I., Hoffele, J.",57196658869; 6603912612; 57190264082,Assessing the public interest in environmental assessment: lessons from cost-benefit analysis of an energy megaproject,2020,Impact Assessment and Project Appraisal,38,5,,397,411,NA,1,0,LE,,,10.1080/14615517.2020.1780371,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85087573115&partnerID=40&md5=ca99ed39f933828397095ae001cdc9f4,,Article,Final,,Scopus,2-s2.0-85087573115,,,
67,"Naeini, M.E., Leibowicz, B.D., Bickel, J.E.",57217735720; 55998327100; 57217738482,Can you trust a model whose output keeps changing? Interpreting changes in the social cost of carbon produced by the DICE model,2020,Environment Systems and Decisions,40,3,,301,320,NA,1,0,LE,,,10.1007/s10669-020-09783-y,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85087573026&partnerID=40&md5=6bab75e158b6c4ac25d51bdbf393a44c,,Article,Final,,Scopus,2-s2.0-85087573026,,,
68,"Snyder, B.F.",25926751700,Beyond the social cost of carbon: Negative emission technologies as a means for biophysically setting the price of carbon,2020,Ambio,49,9,,1567,1580,NA,NA,0,LE,,,10.1007/s13280-019-01301-y,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85076797217&partnerID=40&md5=dcf449a4ffd419530e740d0214e2a9e6,,Article,Final,,Scopus,2-s2.0-85076797217,,,
69,"Jin, G., Shi, X., Zhang, L., Hu, S.",56508827600; 57216526982; 57218523210; 36554195300,Measuring the SCCs of different Chinese regions under future scenarios,2020,Renewable and Sustainable Energy Reviews,130,,109949,,,NA,NA,0,LE,,,10.1016/j.rser.2020.109949,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85085922196&partnerID=40&md5=c01b4ad6e0cd7ab692b75593f2fccd96,,Article,Final,,Scopus,2-s2.0-85085922196,,,
70,"Narita, D., Poertner, H.-O., Rehdanz, K.",8418460700; 57217863600; 15019781800,Accounting for risk transitions of ocean ecosystems under climate change: an economic justification for more ambitious policy responses,2020,Climatic Change,162,1,,,,NA,NA,0,LE,,,10.1007/s10584-020-02763-w,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85087710724&partnerID=40&md5=7c06592b70603e7ce397db8c37243916,,Article,Final,,Scopus,2-s2.0-85087710724,,,
71,"Kalkuhl, M., Wenz, L.",36646251800; 56422119800,The impact of climate conditions on economic production. Evidence from a global panel of regions,2020,Journal of Environmental Economics and Management,103,,102360,,,NA,NA,1,LE,,,10.1016/j.jeem.2020.102360,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85089524083&partnerID=40&md5=e5d3027affef93419e5ad449b10301d0,,Article,Final,Open Access,Scopus,2-s2.0-85089524083,,,
72,"Price, C., Sjølie, H.K., Caurla, S., Yousefpour, R., Meilby, H.",7403078770; 35077288600; 37032651800; 26327164300; 57201264310,Optimal rotations with declining discount rate: incorporating thinning revenues and crop formation costs in a cross-European comparison,2020,Forest Policy and Economics,118,,102218,,,NA,1,0,LE,,,10.1016/j.forpol.2020.102218,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85085738727&partnerID=40&md5=c19d8b03d16d326f860f568c2971b63e,,Article,Final,,Scopus,2-s2.0-85085738727,,,
73,"Andor, M.A., Gerster, A., Peters, J., Schmidt, C.M.",55216709300; 6505763978; 55705328900; 35510076900,Social Norms and Energy Conservation Beyond the US,2020,Journal of Environmental Economics and Management,103,,102351,,,NA,1,0,LE,,,10.1016/j.jeem.2020.102351,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85087381950&partnerID=40&md5=5c7659bf21441408c7644c9e51439b36,,Article,Final,,Scopus,2-s2.0-85087381950,,,
75,"Nguyen, M.D., Ancev, T., Randall, A.",57201382999; 8264331900; 7102425637,Forest governance and economic values of forest ecosystem services in Vietnam,2020,Land Use Policy,97,,103297,,,NA,3,0,LE,,,10.1016/j.landusepol.2018.03.028,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85044542424&partnerID=40&md5=584f3a60817bd29b1bc99be65df49e80,,Article,Final,,Scopus,2-s2.0-85044542424,,,
76,"Harclerode, M., Doody, A., Brower, A., Vila, P., Ho, J., Evans, P.J.",55973047900; 57191608986; 57216760185; 57216760095; 35072771200; 7402236168,Life cycle assessment and economic analysis of anaerobic membrane bioreactor whole-plant configurations for resource recovery from domestic wastewater,2020,Journal of Environmental Management,269,,110720,,,NA,NA,0,LE,,,10.1016/j.jenvman.2020.110720,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85084535412&partnerID=40&md5=2763fdae9c736f5a2e92903b09b7aa44,,Article,Final,,Scopus,2-s2.0-85084535412,,,
77,"Luo, L., Chen, S., Zou, Z.",57218171557; 56398669800; 56179815700,Determining the Generalized Discount Rate for Risky Projects,2020,Environmental and Resource Economics,77,1,,143,158,NA,NA,0,LE,,,10.1007/s10640-020-00458-5,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85088098080&partnerID=40&md5=9027b70a43d699c135e80c3c91ee631a,,Article,Final,Open Access,Scopus,2-s2.0-85088098080,,,
78,"Suyadi, Gao, J., Lundquist, C.J., Schwendenmann, L.",57202031356; 7404475973; 7003846946; 15048903000,Aboveground Carbon Stocks in Rapidly Expanding Mangroves in New Zealand: Regional Assessment and Economic Valuation of Blue Carbon,2020,Estuaries and Coasts,43,6,,1456,1469,NA,NA,0,LE,,,10.1007/s12237-020-00736-x,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85082941639&partnerID=40&md5=0b10108850781de3c74ac357ea9b4696,,Article,Final,,Scopus,2-s2.0-85082941639,,,
79,"Vasebi, S., Hayeri, Y.M.",57205638329; 57217684767,Air emission impacts of low-level automated vehicle technologies in U.S. metropolitan areas,2020,Transportation Research Interdisciplinary Perspectives,7,,100194,,,NA,NA,0,LE,,,10.1016/j.trip.2020.100194,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85089511145&partnerID=40&md5=d78934d8633ec4189f78e5fb0ba87268,,Article,Final,Open Access,Scopus,2-s2.0-85089511145,,,
80,"Siderius, C., Conway, D., Yassine, M., Murken, L., Lostis, P.-L., Dalin, C.",12140307100; 56072144700; 57218845057; 57218844468; 57218845415; 38060923900,Multi-scale analysis of the water-energy-food nexus in the Gulf region,2020,Environmental Research Letters,15,9,94024,,,NA,NA,0,LE,,,10.1088/1748-9326/ab8a86,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85090425996&partnerID=40&md5=6edadf77eabb3b6c75ccee2b7ae32da1,,Article,Final,Open Access,Scopus,2-s2.0-85090425996,,,
81,"Rickels, W., Quaas, M.F., Ricke, K., Quaas, J., Moreno-Cruz, J., Smulders, S.",35362671700; 22958134600; 26325911300; 6602600408; 36872459400; 6603672067,Who turns the global thermostat and by how much?,2020,Energy Economics,91,,104852,,,NA,NA,0,LE,,,10.1016/j.eneco.2020.104852,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85090573816&partnerID=40&md5=ee2dffcc953acf6227fb5e19a68378df,,Article,Final,Open Access,Scopus,2-s2.0-85090573816,,,
82,"Chan, Y.T.",57211095857,Carbon policies and productivity uncertainty: An intertemporal analysis,2020,Technological Forecasting and Social Change,158,,120165,,,NA,NA,0,LE,,,10.1016/j.techfore.2020.120165,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85086989223&partnerID=40&md5=fd88944feb3c974ac7067b611486d667,,Article,Final,,Scopus,2-s2.0-85086989223,,,
83,"Gilbert, B., Graff Zivin, J.S.",55751688200; 57201521465,Dynamic corrective taxes with time-varying salience,2020,Journal of Environmental Economics and Management,103,,102356,,,NA,NA,0,LE,,,10.1016/j.jeem.2020.102356,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85089540047&partnerID=40&md5=88b3faffc29075cf2f67604e20fcb272,,Article,Final,,Scopus,2-s2.0-85089540047,,,
84,"Diab, A.A.Z., Sultan, H.M., Kuznetsov, O.N.",57200177006; 57202369517; 23019459000,Optimal sizing of hybrid solar/wind/hydroelectric pumped storage energy system in Egypt based on different meta-heuristic techniques,2020,Environmental Science and Pollution Research,27,26,,32318,32340,NA,3,0,LE,,,10.1007/s11356-019-06566-0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85074824482&partnerID=40&md5=84185fdfea4f09ec6a04b9cb9f9a60b3,,Article,Final,,Scopus,2-s2.0-85074824482,,,
85,"Hails, G., Cerminati, S., Paoletti, L., Cabrera, R., Peirú, S., Aguirre, A., Castelli, M.E., Menzella, H.G.",57200228803; 51061039100; 7005125335; 55931256200; 6507087362; 57213099055; 57208378507; 6506385101,A novel lecithin:cholesterol acyltransferase for soybean oil refining provides higher yields and extra nutritional value with a cleaner process,2020,Applied Microbiology and Biotechnology,104,17,,7521,7532,NA,NA,0,LE,,,10.1007/s00253-020-10786-7,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85088048662&partnerID=40&md5=fd06b3b46ef54c168b8d14e85faf6b49,,Article,Final,,Scopus,2-s2.0-85088048662,,,
86,"Berger, L., Emmerling, J.",55637495000; 56524474400,WELFARE AS EQUITY EQUIVALENTS,2020,Journal of Economic Surveys,34,4,,727,752,NA,NA,0,LE,,,10.1111/joes.12368,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85086335325&partnerID=40&md5=43677440fe8abaa7dfa0950606cdce31,,Article,Final,,Scopus,2-s2.0-85086335325,,,
87,"Jones, K.W., Mayer, A., Von Thaden, J., Berry, Z.C., López-Ramírez, S., Salcone, J., Manson, R.H., Asbjornsen, H.",56668172800; 7201374620; 57200212794; 16028133700; 57214930599; 57204711468; 7003968733; 8782763500,Measuring the net benefits of payments for hydrological services programs in Mexico,2020,Ecological Economics,175,,106666,,,NA,NA,0,LE,,,10.1016/j.ecolecon.2020.106666,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85085599976&partnerID=40&md5=5c8dc69a5bf916dfe27e70f4b8abed99,,Article,Final,,Scopus,2-s2.0-85085599976,,,
88,"Vaziri Rad, M.A., Toopshekan, A., Rahdan, P., Kasaeian, A., Mahian, O.",57208653287; 57196401583; 57204895356; 56877628600; 36806633900,A comprehensive study of techno-economic and environmental features of different solar tracking systems for residential photovoltaic installations,2020,Renewable and Sustainable Energy Reviews,129,,109923,,,NA,3,0,LE,,,10.1016/j.rser.2020.109923,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85085882670&partnerID=40&md5=1ff4bb1914af45c10fc81bffe1c4bdea,,Article,Final,,Scopus,2-s2.0-85085882670,,,
90,"Janssens, C., Havlík, P., Krisztin, T., Baker, J., Frank, S., Hasegawa, T., Leclère, D., Ohrel, S., Ragnauth, S., Schmid, E., Valin, H., Van Lipzig, N., Maertens, M.",57205526037; 35221567100; 42661638600; 12142766800; 55584015900; 26655621500; 55541733200; 55675299700; 54407348100; 14120125900; 35273829100; 6701895637; 6602225515,Global hunger and climate change adaptation through international trade,2020,Nature Climate Change,10,9,,829,835,NA,2,0,LE,,,10.1038/s41558-020-0847-4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85088256526&partnerID=40&md5=e7036291cc146664f8315716769bc256,,Article,Final,Open Access,Scopus,2-s2.0-85088256526,,,
91,"Sannigrahi, S., Pilla, F., Basu, B., Basu, A.S., Zhang, Q., Wang, Y., Joshi, P.K., Chakraborti, S., Coscieme, L., Keesstra, S., Roy, P.S., Sutton, P.C.",57194157685; 54411156200; 55786423500; 57216315485; 57189855099; 56106535800; 35195919400; 57196062430; 38361071100; 8510883000; 56909353000; 35570932900,Identification of Conservation Priority Zones Using Spatially Explicit Valued Ecosystem Services: A Case from the Indian Sundarbans,2020,Integrated Environmental Assessment and Management,16,5,,773,787,NA,1,0,LE,,,10.1002/ieam.4287,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85087204551&partnerID=40&md5=9efea47b5f359b6ceea6efee1392483e,,Article,Final,,Scopus,2-s2.0-85087204551,,,
92,"Nkuiya, B.",55510303600,Tradeoffs between costly capacity investment and risk of regime shift,2020,Economic Modelling,91,,,117,127,NA,NA,0,LE,,,10.1016/j.econmod.2020.05.022,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85086576888&partnerID=40&md5=c96492b16b0af1c4a80f816b1165f03b,,Article,Final,,Scopus,2-s2.0-85086576888,,,
93,"Pereira, A., Sauma, E.",57211029860; 15751432100,Power systems expansion planning with time-varying CO<inf>2</inf> tax,2020,Energy Policy,144,,111630,,,NA,1,0,LE,,,10.1016/j.enpol.2020.111630,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85085330910&partnerID=40&md5=bbaebfb5539dfad832e7575fbe072d91,,Article,Final,,Scopus,2-s2.0-85085330910,,,
94,"Ravetti, C., Theoduloz, T., Valacchi, G.",57203202316; 57218200723; 57218199665,Buy Coal or Kick-Start Green Innovation? Energy Policies in an Open Economy,2020,Environmental and Resource Economics,77,1,,95,126,NA,NA,0,LE,,,10.1007/s10640-020-00455-8,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85088278388&partnerID=40&md5=8e6fd33852af4a320590d9c1d45585eb,,Article,Final,Open Access,Scopus,2-s2.0-85088278388,,,
95,"Chang, X., Xu, G., Wang, Q., Zhong, Y.",57218849320; 57217438123; 57214887931; 23391536300,A game theoretic approach for eco-design and remanufacturing considering take-back policy,2020,Sustainability (Switzerland),12,17,7174,,,NA,NA,0,LE,,,10.3390/su12177174,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85090457339&partnerID=40&md5=2233cf7339b284689963c1d170d38079,,Article,Final,Open Access,Scopus,2-s2.0-85090457339,,,
